year	location_1	location_2	parasite_flow
2012	Mukdahan	Lop Buri	8.29596681529086e-05
2012	Nakhon Nayok	Lop Buri	0.000484774466792016
2012	Nakhon Pathom	Lop Buri	0.000323403118128061
2012	Nakhon Phanom	Lop Buri	8.97087861021742e-05
2012	Nakhon Ratchasima	Lop Buri	0.00612477067321976
2012	Nakhon Sawan	Lop Buri	0.00759931606230687
2012	Nakhon Si Thammarat	Lop Buri	2.66127830220375e-05
2012	Nan	Lop Buri	0
2012	Narathiwat	Lop Buri	1.68306257213346e-05
2012	Nong Bua Lam Phu	Lop Buri	0.000291145740966654
2012	Nong Khai	Lop Buri	0
2012	Nonthaburi	Lop Buri	0.00022303335405209
2012	Pathum Thani	Lop Buri	0.0017840546678406
2012	Pattani	Lop Buri	2.69534207894326e-05
2012	Phangnga	Lop Buri	1.26736071021897e-05
2012	Phatthalung	Lop Buri	2.51053457464207e-06
2012	Phayao	Lop Buri	7.22637871305166e-05
2012	Phetchabun	Lop Buri	0.0148344876553347
2012	Phetchaburi	Lop Buri	0.000479832570257956
2012	Phichit	Lop Buri	0.00026707125188064
2012	Phitsanulok	Lop Buri	0.00052585490015577
2012	Phra Nakhon Si Ayutthaya	Lop Buri	0.00113043824770618
2012	Phrae	Lop Buri	0.00013153715004975
2012	Phuket	Lop Buri	1.39108815607847e-05
2012	Prachin Buri	Lop Buri	0
2012	Prachuap Khiri Khan	Lop Buri	0.000458190782620911
2012	Ranong	Lop Buri	7.8590975232261e-06
2012	Ratchaburi	Lop Buri	0.000699002957121308
2012	Rayong	Lop Buri	0.000337621469482836
2012	Roi Et	Lop Buri	0.000410797555758978
2012	Sa Kaeo	Lop Buri	0.000724626609200415
2012	Sakon Nakhon	Lop Buri	0.000306885398029984
2012	Samut Prakan	Lop Buri	0.000307508529256634
2012	Samut Sakhon	Lop Buri	0.000268221646295124
2012	Samut Songkhram	Lop Buri	4.71956920737942e-05
2012	Saraburi	Lop Buri	0.0132588806368387
2012	Satun	Lop Buri	2.16833002307377e-06
2012	Si Sa Ket	Lop Buri	0.000636074257056698
2012	Sing Buri	Lop Buri	0
2012	Songkhla	Lop Buri	8.94278776264006e-05
2012	Sukhothai	Lop Buri	6.59352556426877e-05
2012	Suphan Buri	Lop Buri	0.000261354100977461
2012	Surat Thani	Lop Buri	8.07815194274844e-05
2012	Surin	Lop Buri	0.000612277278704914
2012	Tak	Lop Buri	0.000372641493332396
2012	Trang	Lop Buri	1.77495101346911e-05
2012	Trat	Lop Buri	6.95708373539745e-05
2012	Ubon Ratchathani	Lop Buri	0.000375086765555021
2012	Udon Thani	Lop Buri	0.000572566981704845
2012	Uthai Thani	Lop Buri	0.00123604565443501
2012	Uttaradit	Lop Buri	0.000183053555191335
2012	Yala	Lop Buri	3.65752335180336e-05
2012	Yasothon	Lop Buri	0.000128862950577592
2012	Amnat Charoen	Mae Hong Son	0.00152168438382752
2012	Ang Thong	Mae Hong Son	0.00393405940281094
2012	Bangkok	Mae Hong Son	0.00647156493003526
2012	Bueng Kan	Mae Hong Son	0
2012	Buri Ram	Mae Hong Son	0.00444984198121288
2012	Chachoengsao	Mae Hong Son	0.0037487199436661
2012	Chai Nat	Mae Hong Son	0
2012	Chaiyaphum	Mae Hong Son	0
2012	Chanthaburi	Mae Hong Son	0.00298672540555829
2012	Chiang Mai	Mae Hong Son	9.29648445193494
2012	Chiang Rai	Mae Hong Son	0.358376002822714
2012	Chon Buri	Mae Hong Son	0.0252959591655346
2012	Chumphon	Mae Hong Son	0.00107401855435798
2012	Kalasin	Mae Hong Son	0.00509835969483029
2012	Kamphaeng Phet	Mae Hong Son	0.00260688600511752
2012	Kanchanaburi	Mae Hong Son	0.0147862395838087
2012	Khon Kaen	Mae Hong Son	0.00601738955304902
2012	Krabi	Mae Hong Son	0.0195781622389831
2012	Lampang	Mae Hong Son	0.302307724375667
2012	Lamphun	Mae Hong Son	0.517234448674407
2012	Loei	Mae Hong Son	0.00603025832017626
2012	Lop Buri	Mae Hong Son	0.00821148995810144
2012	Mae Hong Son	Mae Hong Son	747.969705978995
2012	Maha Sarakham	Mae Hong Son	0.00445447976812108
2012	Mukdahan	Mae Hong Son	0.00133556407527493
2012	Nakhon Nayok	Mae Hong Son	0.00139468804627568
2012	Nakhon Pathom	Mae Hong Son	0.00390767732775671
2012	Nakhon Phanom	Mae Hong Son	0.000898233040889192
2012	Nakhon Ratchasima	Mae Hong Son	0.0151708505219762
2012	Nakhon Sawan	Mae Hong Son	0.0470306075212166
2012	Nakhon Si Thammarat	Mae Hong Son	0.00106587022560679
2012	Nan	Mae Hong Son	0
2012	Narathiwat	Mae Hong Son	0.000373479214559318
2012	Nong Bua Lam Phu	Mae Hong Son	0.00517411842291611
2012	Nong Khai	Mae Hong Son	0
2012	Nonthaburi	Mae Hong Son	0.00381671395649686
2012	Pathum Thani	Mae Hong Son	0.0161168940638212
2012	Pattani	Mae Hong Son	0.00141859097209449
2012	Phangnga	Mae Hong Son	0.00169393882577862
2012	Phatthalung	Mae Hong Son	9.81555386383778e-05
2012	Phayao	Mae Hong Son	0.0812166846147637
2012	Phetchabun	Mae Hong Son	0.0217781400140797
2012	Phetchaburi	Mae Hong Son	0.0141045234112899
2012	Phichit	Mae Hong Son	0.00526635820016279
2012	Phitsanulok	Mae Hong Son	0.0289837252980162
2012	Phra Nakhon Si Ayutthaya	Mae Hong Son	0.00445424639616858
2012	Phrae	Mae Hong Son	0.0402454654127582
2012	Phuket	Mae Hong Son	0.0124688694511296
2012	Prachin Buri	Mae Hong Son	0
2012	Prachuap Khiri Khan	Mae Hong Son	0.0146488939414661
2012	Ranong	Mae Hong Son	0.000782143837740789
2012	Ratchaburi	Mae Hong Son	0.0136573958258522
2012	Rayong	Mae Hong Son	0.0104719216940703
2012	Roi Et	Mae Hong Son	0.00372918435895059
2012	Sa Kaeo	Mae Hong Son	0.003608201518222
2012	Sakon Nakhon	Mae Hong Son	0.00320977408638409
2012	Samut Prakan	Mae Hong Son	0.00730343899725598
2012	Samut Sakhon	Mae Hong Son	0.0045470627667623
2012	Samut Songkhram	Mae Hong Son	0.000993586427795983
2012	Saraburi	Mae Hong Son	0.00545975232497374
2012	Satun	Mae Hong Son	0.00106818022114893
2012	Si Sa Ket	Mae Hong Son	0.00475730814392192
2012	Sing Buri	Mae Hong Son	0
2012	Songkhla	Mae Hong Son	0.0158052674606836
2012	Sukhothai	Mae Hong Son	0.0088903578223676
2012	Suphan Buri	Mae Hong Son	0.00222385667971004
2012	Surat Thani	Mae Hong Son	0.0172795136310507
2012	Surin	Mae Hong Son	0.00518790798717526
2012	Tak	Mae Hong Son	0.222767303215628
2012	Trang	Mae Hong Son	0.00106959104742637
2012	Trat	Mae Hong Son	0.00387698494447246
2012	Ubon Ratchathani	Mae Hong Son	0.00629032398663616
2012	Udon Thani	Mae Hong Son	0.0169739376344102
2012	Uthai Thani	Mae Hong Son	0.00989814803947267
2012	Uttaradit	Mae Hong Son	0.021994467922616
2012	Yala	Mae Hong Son	0.00692999479786182
2012	Yasothon	Mae Hong Son	0.000712474813138495
2012	Amnat Charoen	Maha Sarakham	0.000125398028349568
2012	Ang Thong	Maha Sarakham	7.43544413959092e-06
2012	Bangkok	Maha Sarakham	1.90754683859233e-05
2012	Bueng Kan	Maha Sarakham	0
2012	Buri Ram	Maha Sarakham	0.00257566164727415
2012	Chachoengsao	Maha Sarakham	4.70929076966629e-05
2012	Chai Nat	Maha Sarakham	0
2012	Chaiyaphum	Maha Sarakham	0
2012	Chanthaburi	Maha Sarakham	7.24493586244958e-05
2012	Chiang Mai	Maha Sarakham	3.92669216902702e-05
2012	Chiang Rai	Maha Sarakham	1.54457377172698e-05
2012	Chon Buri	Maha Sarakham	0.000138650273040472
2012	Chumphon	Maha Sarakham	1.35834111617094e-05
2012	Kalasin	Maha Sarakham	0.0110508106103603
2012	Kamphaeng Phet	Maha Sarakham	8.40845939677906e-07
2012	Kanchanaburi	Maha Sarakham	9.59138995671576e-05
2012	Khon Kaen	Maha Sarakham	0.00507612923017585
2012	Krabi	Maha Sarakham	4.00945880529615e-06
2012	Lampang	Maha Sarakham	1.26296297249716e-05
2012	Lamphun	Maha Sarakham	7.66682252734815e-06
2012	Loei	Maha Sarakham	0.000312487305332858
2012	Lop Buri	Maha Sarakham	6.59582078211672e-05
2012	Mae Hong Son	Maha Sarakham	2.55366019906563e-06
2012	Maha Sarakham	Maha Sarakham	0.458700149791268
2012	Mukdahan	Maha Sarakham	0.000511801097916881
2012	Nakhon Nayok	Maha Sarakham	2.0726061295672e-05
2012	Nakhon Pathom	Maha Sarakham	2.57815598521296e-05
2012	Nakhon Phanom	Maha Sarakham	0.00036154417603575
2012	Nakhon Ratchasima	Maha Sarakham	0.00194721672786623
2012	Nakhon Sawan	Maha Sarakham	2.99275051400628e-05
2012	Nakhon Si Thammarat	Maha Sarakham	2.41259185383573e-06
2012	Nan	Maha Sarakham	0
2012	Narathiwat	Maha Sarakham	1.77527344966467e-06
2012	Nong Bua Lam Phu	Maha Sarakham	0.000658776984067293
2012	Nong Khai	Maha Sarakham	0
2012	Nonthaburi	Maha Sarakham	1.47839449910806e-05
2012	Pathum Thani	Maha Sarakham	0.000107820168186767
2012	Pattani	Maha Sarakham	3.56418055827515e-06
2012	Phangnga	Maha Sarakham	2.62918076384638e-06
2012	Phatthalung	Maha Sarakham	2.41614838628578e-07
2012	Phayao	Maha Sarakham	7.84319803826757e-06
2012	Phetchabun	Maha Sarakham	0.00019047892345269
2012	Phetchaburi	Maha Sarakham	4.77794388990369e-05
2012	Phichit	Maha Sarakham	6.01233918914088e-06
2012	Phitsanulok	Maha Sarakham	2.84419575575754e-05
2012	Phra Nakhon Si Ayutthaya	Maha Sarakham	2.24847087114879e-05
2012	Phrae	Maha Sarakham	1.1909261924044e-05
2012	Phuket	Maha Sarakham	2.86183479298071e-06
2012	Prachin Buri	Maha Sarakham	0
2012	Prachuap Khiri Khan	Maha Sarakham	4.35988443981228e-05
2012	Ranong	Maha Sarakham	1.06222716769501e-06
2012	Ratchaburi	Maha Sarakham	3.19438944440724e-05
2012	Rayong	Maha Sarakham	7.37246063830689e-05
2012	Roi Et	Maha Sarakham	0.010337680326851
2012	Sa Kaeo	Maha Sarakham	0.000116109590169594
2012	Sakon Nakhon	Maha Sarakham	0.00104484201721385
2012	Samut Prakan	Maha Sarakham	4.11901046547236e-05
2012	Samut Sakhon	Maha Sarakham	3.42100472382002e-05
2012	Samut Songkhram	Maha Sarakham	3.5687727363853e-06
2012	Saraburi	Maha Sarakham	0.000117015965013328
2012	Satun	Maha Sarakham	2.65960256874215e-07
2012	Si Sa Ket	Maha Sarakham	0.000694724684404909
2012	Sing Buri	Maha Sarakham	0
2012	Songkhla	Maha Sarakham	1.22948750242763e-05
2012	Sukhothai	Maha Sarakham	4.29416418753431e-06
2012	Suphan Buri	Maha Sarakham	6.02804806672602e-06
2012	Surat Thani	Maha Sarakham	1.14373237356944e-05
2012	Surin	Maha Sarakham	0.00202580973487853
2012	Tak	Maha Sarakham	8.90937410026768e-06
2012	Trang	Maha Sarakham	1.04406225091587e-06
2012	Trat	Maha Sarakham	1.21979947248482e-05
2012	Ubon Ratchathani	Maha Sarakham	0.000731661209815321
2012	Udon Thani	Maha Sarakham	0.00128140459007471
2012	Uthai Thani	Maha Sarakham	1.91755373698868e-05
2012	Uttaradit	Maha Sarakham	9.83833912862742e-06
2012	Yala	Maha Sarakham	3.92150202594486e-06
2012	Yasothon	Maha Sarakham	0.000675512645542594
2012	Amnat Charoen	Mukdahan	0.039133491998624
2012	Ang Thong	Mukdahan	0.000107185677046345
2012	Bangkok	Mukdahan	0.000559122840701152
2012	Bueng Kan	Mukdahan	0
2012	Buri Ram	Mukdahan	0.0107417280505723
2012	Chachoengsao	Mukdahan	0.000826433765547101
2012	Chai Nat	Mukdahan	0
2012	Chaiyaphum	Mukdahan	0
2012	Chanthaburi	Mukdahan	0.0016877783094294
2012	Chiang Mai	Mukdahan	0.000718752428423508
2012	Chiang Rai	Mukdahan	0.000306708559948791
2012	Chon Buri	Mukdahan	0.00238747742541283
2012	Chumphon	Mukdahan	0.000731556098434499
2012	Kalasin	Mukdahan	0.0819966996979266
2012	Kamphaeng Phet	Mukdahan	1.02099998613309e-05
2012	Kanchanaburi	Mukdahan	0.00135700033266784
2012	Khon Kaen	Mukdahan	0.0102371178697129
2012	Krabi	Mukdahan	7.90249068283263e-05
2012	Lampang	Mukdahan	0.000246667369444462
2012	Lamphun	Mukdahan	0.000201208668126493
2012	Loei	Mukdahan	0.0025192329951541
2012	Lop Buri	Mukdahan	0.000788930979430232
2012	Mae Hong Son	Mukdahan	0.000122953080689815
2012	Maha Sarakham	Mukdahan	0.0139335335601094
2012	Mukdahan	Mukdahan	18.2248681537359
2012	Nakhon Nayok	Mukdahan	0.000237737745641227
2012	Nakhon Pathom	Mukdahan	0.000498597992784258
2012	Nakhon Phanom	Mukdahan	0.16621156211638
2012	Nakhon Ratchasima	Mukdahan	0.0239585976778513
2012	Nakhon Sawan	Mukdahan	0.00046473368801862
2012	Nakhon Si Thammarat	Mukdahan	5.96938227705325e-05
2012	Nan	Mukdahan	0
2012	Narathiwat	Mukdahan	2.03513055479918e-05
2012	Nong Bua Lam Phu	Mukdahan	0.00419156114933695
2012	Nong Khai	Mukdahan	0
2012	Nonthaburi	Mukdahan	0.00033267876491221
2012	Pathum Thani	Mukdahan	0.00200188630510706
2012	Pattani	Mukdahan	7.73006293128859e-05
2012	Phangnga	Mukdahan	4.83500525751824e-05
2012	Phatthalung	Mukdahan	4.45717209103228e-06
2012	Phayao	Mukdahan	8.39183573634739e-05
2012	Phetchabun	Mukdahan	0.0017550018308107
2012	Phetchaburi	Mukdahan	0.00118779225776416
2012	Phichit	Mukdahan	8.72866551151286e-05
2012	Phitsanulok	Mukdahan	0.000438174996027812
2012	Phra Nakhon Si Ayutthaya	Mukdahan	0.000462431280322916
2012	Phrae	Mukdahan	0.00015760242717201
2012	Phuket	Mukdahan	5.34495021109551e-05
2012	Prachin Buri	Mukdahan	0
2012	Prachuap Khiri Khan	Mukdahan	0.000928443345879267
2012	Ranong	Mukdahan	1.77582932818224e-05
2012	Ratchaburi	Mukdahan	0.000744206972186507
2012	Rayong	Mukdahan	0.00185335837120606
2012	Roi Et	Mukdahan	0.0644694548447702
2012	Sa Kaeo	Mukdahan	0.00235209782860784
2012	Sakon Nakhon	Mukdahan	0.0977568873147226
2012	Samut Prakan	Mukdahan	0.000709808781754254
2012	Samut Sakhon	Mukdahan	0.000686072856069839
2012	Samut Songkhram	Mukdahan	7.97876949872766e-05
2012	Saraburi	Mukdahan	0.00223308155656158
2012	Satun	Mukdahan	5.17389782075113e-06
2012	Si Sa Ket	Mukdahan	0.0235228230102295
2012	Sing Buri	Mukdahan	0
2012	Songkhla	Mukdahan	0.00022530510433227
2012	Sukhothai	Mukdahan	6.05557087987708e-05
2012	Suphan Buri	Mukdahan	8.67466752999381e-05
2012	Surat Thani	Mukdahan	0.000247283708638355
2012	Surin	Mukdahan	0.0119485746590688
2012	Tak	Mukdahan	0.00027380848295674
2012	Trang	Mukdahan	3.64270175035961e-05
2012	Trat	Mukdahan	0.000253513562631929
2012	Ubon Ratchathani	Mukdahan	0.0850633142716431
2012	Udon Thani	Mukdahan	0.01911520125388
2012	Uthai Thani	Mukdahan	0.00020093852395123
2012	Uttaradit	Mukdahan	0.000253651529422993
2012	Yala	Mukdahan	0.000139860469674569
2012	Yasothon	Mukdahan	0.119045975508188
2012	Amnat Charoen	Nakhon Nayok	2.74208449769337e-05
2012	Ang Thong	Nakhon Nayok	0.000224562907433088
2012	Bangkok	Nakhon Nayok	0.000344032760982769
2012	Bueng Kan	Nakhon Nayok	0
2012	Buri Ram	Nakhon Nayok	0.000625940074974681
2012	Chachoengsao	Nakhon Nayok	0.00497065631572955
2012	Chai Nat	Nakhon Nayok	0
2012	Chaiyaphum	Nakhon Nayok	0
2012	Chanthaburi	Nakhon Nayok	0.000583936416665248
2012	Chiang Mai	Nakhon Nayok	0.00018556254441762
2012	Chiang Rai	Nakhon Nayok	7.66944807939112e-05
2012	Chon Buri	Nakhon Nayok	0.00138761807864538
2012	Chumphon	Nakhon Nayok	0.000156003998816499
2012	Kalasin	Nakhon Nayok	0.000189829107736712
2012	Kamphaeng Phet	Nakhon Nayok	5.87499618127281e-06
2012	Kanchanaburi	Nakhon Nayok	0.00133068649390467
2012	Khon Kaen	Nakhon Nayok	0.000186099754024003
2012	Krabi	Nakhon Nayok	4.35555150768627e-05
2012	Lampang	Nakhon Nayok	8.27543941469931e-05
2012	Lamphun	Nakhon Nayok	3.39287506252302e-05
2012	Loei	Nakhon Nayok	0.000127256772093561
2012	Lop Buri	Nakhon Nayok	0.00104130748273976
2012	Mae Hong Son	Nakhon Nayok	1.34165067370378e-05
2012	Maha Sarakham	Nakhon Nayok	0.000172958156926755
2012	Mukdahan	Nakhon Nayok	6.06940819611854e-05
2012	Nakhon Nayok	Nakhon Nayok	0.495005347459036
2012	Nakhon Pathom	Nakhon Nayok	0.000310969253322348
2012	Nakhon Phanom	Nakhon Nayok	8.29747835193031e-05
2012	Nakhon Ratchasima	Nakhon Nayok	0.00307063835746579
2012	Nakhon Sawan	Nakhon Nayok	0.000364254074178691
2012	Nakhon Si Thammarat	Nakhon Nayok	3.03303187051871e-05
2012	Nan	Nakhon Nayok	0
2012	Narathiwat	Nakhon Nayok	1.80829436355897e-05
2012	Nong Bua Lam Phu	Nakhon Nayok	0.000133170131646967
2012	Nong Khai	Nakhon Nayok	0
2012	Nonthaburi	Nakhon Nayok	0.000310983132584218
2012	Pathum Thani	Nakhon Nayok	0.00946268070746452
2012	Pattani	Nakhon Nayok	1.445993277345e-05
2012	Phangnga	Nakhon Nayok	1.94249239407589e-05
2012	Phatthalung	Nakhon Nayok	2.12609578849141e-06
2012	Phayao	Nakhon Nayok	3.03629497650753e-05
2012	Phetchabun	Nakhon Nayok	0.000538946676666436
2012	Phetchaburi	Nakhon Nayok	0.000403127093555294
2012	Phichit	Nakhon Nayok	5.04096840269071e-05
2012	Phitsanulok	Nakhon Nayok	0.000109212208776005
2012	Phra Nakhon Si Ayutthaya	Nakhon Nayok	0.000445432214242792
2012	Phrae	Nakhon Nayok	4.51627921941851e-05
2012	Phuket	Nakhon Nayok	1.59507051046828e-05
2012	Prachin Buri	Nakhon Nayok	0
2012	Prachuap Khiri Khan	Nakhon Nayok	0.000390372836024783
2012	Ranong	Nakhon Nayok	8.22166300636183e-06
2012	Ratchaburi	Nakhon Nayok	0.00064308255294355
2012	Rayong	Nakhon Nayok	0.000562601084733533
2012	Roi Et	Nakhon Nayok	0.000262389727503826
2012	Sa Kaeo	Nakhon Nayok	0.00292954917833481
2012	Sakon Nakhon	Nakhon Nayok	0.000186082254162204
2012	Samut Prakan	Nakhon Nayok	0.000532792817698338
2012	Samut Sakhon	Nakhon Nayok	0.000258408641728215
2012	Samut Songkhram	Nakhon Nayok	5.29043821944848e-05
2012	Saraburi	Nakhon Nayok	0.00656273126404486
2012	Satun	Nakhon Nayok	4.71819310829222e-06
2012	Si Sa Ket	Nakhon Nayok	0.000389283240647504
2012	Sing Buri	Nakhon Nayok	0
2012	Songkhla	Nakhon Nayok	0.000104259865753449
2012	Sukhothai	Nakhon Nayok	1.69239906183735e-05
2012	Suphan Buri	Nakhon Nayok	9.65718485153317e-05
2012	Surat Thani	Nakhon Nayok	0.000132544488806716
2012	Surin	Nakhon Nayok	0.00044089705093633
2012	Tak	Nakhon Nayok	0.000113345501611332
2012	Trang	Nakhon Nayok	2.21457411665899e-05
2012	Trat	Nakhon Nayok	0.000146219374171343
2012	Ubon Ratchathani	Nakhon Nayok	0.000336621150660039
2012	Udon Thani	Nakhon Nayok	0.00032534936252106
2012	Uthai Thani	Nakhon Nayok	0.000255201111362087
2012	Uttaradit	Nakhon Nayok	5.42690022026117e-05
2012	Yala	Nakhon Nayok	2.45272864424018e-05
2012	Yasothon	Nakhon Nayok	7.85244166523126e-05
2012	Amnat Charoen	Nakhon Pathom	0.000306080736193199
2012	Ang Thong	Nakhon Pathom	0.00127525668406899
2012	Bangkok	Nakhon Pathom	0.00518044727297776
2012	Bueng Kan	Nakhon Pathom	0
2012	Buri Ram	Nakhon Pathom	0.00369484046388966
2012	Chachoengsao	Nakhon Pathom	0.00244782097507055
2012	Chai Nat	Nakhon Pathom	0
2012	Chaiyaphum	Nakhon Pathom	0
2012	Chanthaburi	Nakhon Pathom	0.00271992097872311
2012	Chiang Mai	Nakhon Pathom	0.00206564243911344
2012	Chiang Rai	Nakhon Pathom	0.00129893147177686
2012	Chon Buri	Nakhon Pathom	0.00568350646411935
2012	Chumphon	Nakhon Pathom	0.00376692230735859
2012	Kalasin	Nakhon Pathom	0.00151776174082327
2012	Kamphaeng Phet	Nakhon Pathom	8.66075709406308e-05
2012	Kanchanaburi	Nakhon Pathom	0.131761969376487
2012	Khon Kaen	Nakhon Pathom	0.00115650961781752
2012	Krabi	Nakhon Pathom	0.000604253994889999
2012	Lampang	Nakhon Pathom	0.00108630942862366
2012	Lamphun	Nakhon Pathom	0.000498773249796893
2012	Loei	Nakhon Pathom	0.000797522762369149
2012	Lop Buri	Nakhon Pathom	0.00324198485484034
2012	Mae Hong Son	Nakhon Pathom	0.000179528118331156
2012	Maha Sarakham	Nakhon Pathom	0.00100603600184924
2012	Mukdahan	Nakhon Pathom	0.000685339110351349
2012	Nakhon Nayok	Nakhon Pathom	0.00146108866988919
2012	Nakhon Pathom	Nakhon Pathom	2.18132060157024
2012	Nakhon Phanom	Nakhon Pathom	0.000693795796333015
2012	Nakhon Ratchasima	Nakhon Pathom	0.011365104163692
2012	Nakhon Sawan	Nakhon Pathom	0.00334729975598467
2012	Nakhon Si Thammarat	Nakhon Pathom	0.000734423828990903
2012	Nan	Nakhon Pathom	0
2012	Narathiwat	Nakhon Pathom	0.000353582931638297
2012	Nong Bua Lam Phu	Nakhon Pathom	0.00101022449316321
2012	Nong Khai	Nakhon Pathom	0
2012	Nonthaburi	Nakhon Pathom	0.00830235752202921
2012	Pathum Thani	Nakhon Pathom	0.0110230138457246
2012	Pattani	Nakhon Pathom	0.000248819887931749
2012	Phangnga	Nakhon Pathom	0.000283616353834918
2012	Phatthalung	Nakhon Pathom	5.81119799985194e-05
2012	Phayao	Nakhon Pathom	0.00031759810430127
2012	Phetchabun	Nakhon Pathom	0.00314168215639233
2012	Phetchaburi	Nakhon Pathom	0.0218927123158974
2012	Phichit	Nakhon Pathom	0.000519060389872119
2012	Phitsanulok	Nakhon Pathom	0.00100578669562842
2012	Phra Nakhon Si Ayutthaya	Nakhon Pathom	0.00245655326427706
2012	Phrae	Nakhon Pathom	0.000464422710723772
2012	Phuket	Nakhon Pathom	0.000211346133184978
2012	Prachin Buri	Nakhon Pathom	0
2012	Prachuap Khiri Khan	Nakhon Pathom	0.0135391596424169
2012	Ranong	Nakhon Pathom	0.000412191785778713
2012	Ratchaburi	Nakhon Pathom	0.159483345606868
2012	Rayong	Nakhon Pathom	0.00247172410456478
2012	Roi Et	Nakhon Pathom	0.0020880854867851
2012	Sa Kaeo	Nakhon Pathom	0.00355038536380716
2012	Sakon Nakhon	Nakhon Pathom	0.00173244918762766
2012	Samut Prakan	Nakhon Pathom	0.00369134593592325
2012	Samut Sakhon	Nakhon Pathom	0.0677704151035478
2012	Samut Songkhram	Nakhon Pathom	0.0025713395316587
2012	Saraburi	Nakhon Pathom	0.00326115294457628
2012	Satun	Nakhon Pathom	5.4622233740461e-05
2012	Si Sa Ket	Nakhon Pathom	0.00323649421416893
2012	Sing Buri	Nakhon Pathom	0
2012	Songkhla	Nakhon Pathom	0.0016955554258203
2012	Sukhothai	Nakhon Pathom	0.000203662940782167
2012	Suphan Buri	Nakhon Pathom	0.00812401360867544
2012	Surat Thani	Nakhon Pathom	0.00251421042070569
2012	Surin	Nakhon Pathom	0.0029984008302779
2012	Tak	Nakhon Pathom	0.00296429056973507
2012	Trang	Nakhon Pathom	0.000463993822678253
2012	Trat	Nakhon Pathom	0.000656452013272685
2012	Ubon Ratchathani	Nakhon Pathom	0.00218681444591031
2012	Udon Thani	Nakhon Pathom	0.00238798856340249
2012	Uthai Thani	Nakhon Pathom	0.00296069388511566
2012	Uttaradit	Nakhon Pathom	0.000548681954436022
2012	Yala	Nakhon Pathom	0.000594748064069158
2012	Yasothon	Nakhon Pathom	0.000769104851623662
2012	Amnat Charoen	Nakhon Phanom	0.000148648523310006
2012	Ang Thong	Nakhon Phanom	2.93709639766242e-06
2012	Bangkok	Nakhon Phanom	1.2534748835913e-05
2012	Bueng Kan	Nakhon Phanom	0
2012	Buri Ram	Nakhon Phanom	0.000158650576171314
2012	Chachoengsao	Nakhon Phanom	1.64294922451666e-05
2012	Chai Nat	Nakhon Phanom	0
2012	Chaiyaphum	Nakhon Phanom	0
2012	Chanthaburi	Nakhon Phanom	0.000105120757878068
2012	Chiang Mai	Nakhon Phanom	4.74562324113758e-05
2012	Chiang Rai	Nakhon Phanom	4.10433957135302e-05
2012	Chon Buri	Nakhon Phanom	5.70658853748793e-05
2012	Chumphon	Nakhon Phanom	5.03197079134113e-05
2012	Kalasin	Nakhon Phanom	0.000807876580814836
2012	Kamphaeng Phet	Nakhon Phanom	3.83540958255151e-07
2012	Kanchanaburi	Nakhon Phanom	3.55718620893696e-05
2012	Khon Kaen	Nakhon Phanom	0.00026997699066536
2012	Krabi	Nakhon Phanom	5.53985557365562e-06
2012	Lampang	Nakhon Phanom	1.96117787015974e-05
2012	Lamphun	Nakhon Phanom	3.32043972094898e-05
2012	Loei	Nakhon Phanom	0.000166760716794562
2012	Lop Buri	Nakhon Phanom	1.75816987238146e-05
2012	Mae Hong Son	Nakhon Phanom	6.87582444813925e-07
2012	Maha Sarakham	Nakhon Phanom	0.000238438217832699
2012	Mukdahan	Nakhon Phanom	0.0039859884072457
2012	Nakhon Nayok	Nakhon Phanom	7.20864308229079e-06
2012	Nakhon Pathom	Nakhon Phanom	1.3208787719962e-05
2012	Nakhon Phanom	Nakhon Phanom	0.387365317871095
2012	Nakhon Ratchasima	Nakhon Phanom	0.000499659068643492
2012	Nakhon Sawan	Nakhon Phanom	1.10866357448578e-05
2012	Nakhon Si Thammarat	Nakhon Phanom	1.70519808792079e-06
2012	Nan	Nakhon Phanom	0
2012	Narathiwat	Nakhon Phanom	3.4142781161731e-07
2012	Nong Bua Lam Phu	Nakhon Phanom	0.000288535103267904
2012	Nong Khai	Nakhon Phanom	0
2012	Nonthaburi	Nakhon Phanom	9.41969394684303e-06
2012	Pathum Thani	Nakhon Phanom	5.59089422302323e-05
2012	Pattani	Nakhon Phanom	1.29684971024102e-06
2012	Phangnga	Nakhon Phanom	2.21223948732085e-06
2012	Phatthalung	Nakhon Phanom	8.97319835990416e-08
2012	Phayao	Nakhon Phanom	1.0670198166442e-05
2012	Phetchabun	Nakhon Phanom	4.52863606874445e-05
2012	Phetchaburi	Nakhon Phanom	2.5641666667971e-05
2012	Phichit	Nakhon Phanom	4.48341704373388e-06
2012	Phitsanulok	Nakhon Phanom	2.29016030093515e-05
2012	Phra Nakhon Si Ayutthaya	Nakhon Phanom	9.57117240080269e-06
2012	Phrae	Nakhon Phanom	1.61174484459807e-05
2012	Phuket	Nakhon Phanom	2.98648836334002e-06
2012	Prachin Buri	Nakhon Phanom	0
2012	Prachuap Khiri Khan	Nakhon Phanom	3.63286800929737e-05
2012	Ranong	Nakhon Phanom	5.36266106277626e-07
2012	Ratchaburi	Nakhon Phanom	2.30285149752815e-05
2012	Rayong	Nakhon Phanom	2.79680953457822e-05
2012	Roi Et	Nakhon Phanom	0.000450008008694991
